50, 14
100, 13
200, 13
300, 13
400, 12
500, 13
700, 13
1000, 13
2000, 15
5000, 19
10000, 21
20000, 30
30000, 40
50, 12
100, 12
200, 12
300, 12
400, 12
500, 12
700, 12
1000, 13
2000, 14
5000, 17
10000, 20
20000, 32
30000, 42
